bucket,effect,white IPs,black IPs
mtr-logs-outputs,Allow,"['18.208.0.0/13', '52.95.245.0/24']","['184.106.4.80/28', '184.106.8.224/28', '184.106.63.188/30', '50.56.10.128/27', '50.56.43.208/28']"
